,bt,km,transmission,ownerNo,oem,modelYear,price,Insurance Validity,Fuel Type,Seats,RTO,Features,Mileage,Engine,Max Power,Torque,Color,No of Cylinder,Values per Cylinder,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,No Door Numbers,City
5493,Hatchback,64000,Manual,1,Hyundai,2013,385000.0,Third Party insurance,Petrol,5 Seats,AP,9,18.5,1197,82.85,113.7,gold,4,4,No,3995.0,1710.0,1505.0,2525.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5495,SUV,30580,Manual,1,Nissan,2021,765000.0,Comprehensive,Petrol,5 Seats,TS,9,20.0,999,98.63,160.0,silver,3,4,Yes,3994.0,1758.0,1572.0,2500.0,5,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5497,SUV,25596,Automatic,2,Tata,2021,991000.0,Third Party insurance,Petrol,5 Seats,TS,9,17.05,1199,118.35,170.0,black,3,4,No,3993.0,1811.0,1606.0,2498.0,6,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5498,SUV,89681,Manual,1,Maruti,2017,744000.0,Comprehensive,Diesel,5 Seats,TS,9,24.3,1248,88.5,200.0,others,4,4,Yes,3995.0,1790.0,1640.0,2500.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5500,MUV,29302,Automatic,1,Renault,2022,770000.0,Zero Dep,Petrol,7 Seats,TS,9,18.2,999,71.01,96.0,brown,3,4,No,3991.0,1739.0,1643.0,2425.0,5,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5503,SUV,90114,Manual,1,Ford,2018,765000.0,Comprehensive,Diesel,5 Seats,TS,9,23.0,1498,98.96,205.0,others,4,4,Yes,3998.0,1765.0,1647.0,2519.0,5,Power,Disc,Drum,Tubeless,4,Hyderabad
5506,Hatchback,30000,Manual,1,Tata,2017,470000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,23.84,1199,84.0,114.0,others,3,4,No,3746.0,1647.0,1535.0,2400.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5513,Hatchback,61000,Manual,1,Ford,2011,310000.0,Third Party insurance,Diesel,5 Seats,AP,9,20.0,1399,68.0,160.0,others,4,4,No,3795.0,1680.0,1427.0,2489.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5514,Hatchback,29828,Manual,1,Renault,2021,418000.0,Third Party insurance,Petrol,5 Seats,TS,8,21.46,999,67.06,91.0,white,3,4,No,3731.0,1579.0,1474.0,2425.0,5,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5515,Hatchback,58321,Manual,3,Hyundai,2015,256999.0,Third Party insurance,Petrol,5 Seats,TS,8,21.1,814,55.2,74.5,silver,3,3,No,3495.0,1550.0,1500.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5517,Sedan,37566,Manual,2,Honda,2019,622000.0,Third Party insurance,Petrol,5 Seats,TS,9,19.5,1199,88.76,110.0,white,4,4,No,3995.0,1695.0,1501.0,2470.0,5,Power,Disc,Drum,Tubeless,4,Hyderabad
5518,Hatchback,60610,Manual,2,Maruti,2016,238000.0,Third Party insurance,Petrol,5 Seats,TS,8,22.05,796,47.33,69.0,silver,3,4,No,3445.0,1515.0,1475.0,2360.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5519,Hatchback,30000,Manual,1,Volkswagen,2011,365000.0,Third Party insurance,Petrol,5 Seats,TS,9,16.47,1198,73.9,110.0,others,3,4,No,3970.0,1682.0,1453.0,2456.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5520,Hatchback,32098,Automatic,1,Maruti,2019,753000.0,Comprehensive,Petrol,5 Seats,TS,9,21.4,1197,83.1,115.0,white,4,4,No,3995.0,1745.0,1510.0,2520.0,0,Power,Disc,Drum,Tubeless,5,Hyderabad
5522,Hatchback,48556,Automatic,1,Renault,2018,394000.0,Third Party insurance,Petrol,5 Seats,TS,9,23.01,999,67.0,91.0,red,3,4,No,3679.0,1579.0,1478.0,2422.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5525,Hatchback,39014,Automatic,1,Toyota,2019,773000.0,Third Party insurance,Petrol,5 Seats,TS,9,19.56,1197,81.8,113.0,others,4,4,No,3995.0,1745.0,1510.0,2520.0,5,Electronic,Disc,Drum,Radial,5,Hyderabad
5526,Hatchback,105000,Manual,2,Fiat,2015,475000.0,Third Party insurance,Petrol,5 Seats,TS,9,17.1,1368,140.0,210.0,black,4,4,Yes,3989.0,1706.0,1542.0,2510.0,5,Power,Disc,Disc,Tubeless,5,Hyderabad
5529,SUV,10000,Automatic,1,Mahindra,2022,1300000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,16.5,1197,108.62,200.0,others,3,4,Yes,3995.0,1821.0,1627.0,2600.0,6,Power,Disc,Disc,Tubeless,5,Hyderabad
5531,SUV,80000,Manual,1,Ford,2017,700000.0,Third Party insurance,Diesel,5 Seats,HR,9,23.0,1498,98.96,205.0,others,4,4,Yes,3998.0,1765.0,1647.0,2519.0,5,Power,Disc,Drum,Tubeless,4,Hyderabad
5532,SUV,120000,Manual,1,Ford,2015,450000.0,Third Party insurance,Diesel,5 Seats,TS,9,22.77,1498,98.59,205.0,others,4,2,Yes,3999.0,1765.0,1708.0,2520.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5534,Hatchback,68336,Manual,2,Hyundai,2016,289000.0,Third Party insurance,Petrol,5 Seats,TS,9,21.1,814,55.2,74.5,silver,3,3,No,3495.0,1550.0,1500.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5535,Hatchback,79202,Manual,1,Maruti,2013,403000.0,Third Party insurance,Petrol,5 Seats,AP,9,22.38,1197,88.5,113.0,white,4,4,No,3845.0,1735.0,1530.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5537,Hatchback,101883,Manual,2,Honda,2018,617000.0,Third Party insurance,Diesel,5 Seats,TS,8,27.3,1498,98.6,200.0,black,4,4,Yes,3955.0,1694.0,1544.0,2530.0,6,Power,Disc,Drum,Tubeless,5,Hyderabad
5539,Sedan,120000,Manual,1,Hyundai,2012,340000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,17.01,1591,121.3,154.9,others,4,4,No,4375.0,1700.0,1475.0,2570.0,5,Power,Disc,Drum,Tubeless,4,Hyderabad
5540,Hatchback,55053,Automatic,1,Volkswagen,2021,925000.0,Third Party insurance,Petrol,5 Seats,TS,9,16.47,999,108.62,175.0,white,3,4,Yes,3971.0,1682.0,1469.0,2470.0,6,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5541,Hatchback,10000,Manual,1,Maruti,2022,850000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,22.35,1197,88.5,113.0,gray,4,4,No,3990.0,1745.0,1500.0,2520.0,5,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5542,Hatchback,111046,Manual,1,Maruti,2015,225000.0,Third Party insurance,Petrol,5 Seats,TS,9,24.39,998,65.71,89.0,silver,3,4,No,3530.0,1490.0,1520.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5544,Sedan,90000,Manual,2,Hindustan Motors,1997,425000.0,Third Party insurance,Petrol,5 Seats,UNKNO,0,14.0,1799,81.8,113.0,red,4,4,No,3995.0,1695.0,1505.0,2425.0,5,Power,Disc,Drum,Tubeless,4,Hyderabad
5547,Sedan,50000,Manual,1,Hyundai,2018,420000.0,Third Party insurance,Diesel,5 Seats,UP,9,25.4,1186,73.97,190.24,others,3,4,Yes,3995.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,4,Hyderabad
5548,Hatchback,91543,Manual,3,Maruti,2012,350000.0,Not Available,Diesel,5 Seats,TS,9,22.9,1248,74.0,190.0,gray,4,4,Yes,3850.0,1695.0,1530.0,2430.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5549,Sedan,60000,Manual,1,Ford,2019,590000.0,Third Party insurance,Diesel,5 Seats,UNKNO,9,26.1,1498,99.23,215.0,others,4,4,Yes,3995.0,1704.0,1525.0,2490.0,5,Power,Disc,Drum,Tubeless,4,Hyderabad
5551,SUV,74320,Manual,1,Maruti,2017,750000.0,Not Available,Diesel,5 Seats,TS,9,24.3,1248,88.5,200.0,gray,4,4,Yes,3995.0,1790.0,1640.0,2500.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5552,Hatchback,70000,Manual,2,Chevrolet,2014,240000.0,Third Party insurance,Diesel,5 Seats,TS,9,25.44,936,56.3,142.5,gray,3,4,Yes,3640.0,1595.0,1550.0,2375.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5553,SUV,10000,Manual,1,Maruti,2022,1260000.0,Third Party insurance,Petrol,5 Seats,TS,9,19.89,1462,101.65,136.8,red,4,4,No,3995.0,1790.0,1685.0,2500.0,5,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5557,Hatchback,8345,Automatic,1,Hyundai,2018,642000.0,Comprehensive,Petrol,5 Seats,TS,9,18.9,1197,81.86,113.75,silver,4,4,No,3765.0,1660.0,1520.0,2425.0,4,Power,Disc,Drum,Tubeless,5,Hyderabad
5558,Hatchback,45852,Manual,2,Maruti,2014,318000.0,Third Party insurance,Petrol,5 Seats,TS,9,20.51,998,67.04,90.0,silver,3,4,No,3599.0,1495.0,1700.0,2400.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5560,SUV,12094,Automatic,1,Nissan,2022,951000.0,Zero Dep,Petrol,5 Seats,TS,9,17.4,999,98.63,152.0,others,3,4,Yes,3994.0,1758.0,1572.0,2500.0,0,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5563,Hatchback,34840,Automatic,1,Maruti,2018,669000.0,Third Party insurance,Petrol,5 Seats,TS,9,22.56,1197,88.5,113.0,silver,4,4,No,3845.0,1735.0,1530.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5566,SUV,10000,Manual,1,Kia,2022,1050000.0,Third Party insurance,Petrol,5 Seats,TS,9,18.4,1197,81.86,115.0,others,4,4,No,3995.0,1790.0,1642.0,2500.0,5,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5567,Hatchback,131561,Manual,5,Hyundai,2004,96000.0,Not Available,Petrol,5 Seats,AP,4,17.0,1086,81.8,113.0,silver,4,4,No,3995.0,1695.0,1505.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5568,Sedan,38370,Manual,1,Hyundai,2021,600000.0,Not Available,Petrol,5 Seats,TS,9,20.5,1197,81.86,113.8,red,4,4,No,3995.0,1680.0,1520.0,2450.0,5,Electronic,Disc,Drum,Tubeless,4,Hyderabad
5569,SUV,60000,Manual,1,Maruti,2020,880000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,17.03,1462,103.26,138.0,others,4,4,No,3995.0,1790.0,1640.0,2500.0,5,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5570,MUV,30000,Manual,1,Renault,2020,640000.0,Third Party insurance,Petrol,7 Seats,TS,9,20.0,999,71.01,96.0,others,3,4,No,3991.0,1739.0,1643.0,2425.0,5,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5571,Sedan,120000,Manual,2,Hyundai,2003,80000.0,Third Party insurance,Diesel,5 Seats,AP,0,13.1,1493,82.0,187.0,others,4,4,No,4250.0,1670.0,1370.0,2440.0,5,Power,Disc,Drum,Tubeless,4,Hyderabad
5572,SUV,50000,Manual,1,Mahindra,2020,850000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,17.0,1197,108.6,200.0,white,3,4,Yes,3995.0,1821.0,1627.0,2600.0,6,Power,Disc,Disc,Tubeless,5,Hyderabad
5574,Hatchback,90566,Manual,2,Hyundai,2010,195000.0,Third Party insurance,Petrol,5 Seats,AP,9,17.92,1086,62.1,96.1,silver,3,4,No,3565.0,1525.0,1590.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5579,SUV,40000,Manual,1,Maruti,2020,850000.0,Third Party insurance,Petrol,5 Seats,TS,9,18.55,1462,103.25,138.0,others,4,4,No,4300.0,1785.0,1595.0,2600.0,5,Power,Disc,Disc,Tubeless,5,Hyderabad
5583,Hatchback,32329,Manual,2,Datsun,2019,287000.0,Third Party insurance,Petrol,5 Seats,TS,8,22.7,799,53.64,72.0,silver,3,4,No,3429.0,1560.0,1541.0,2348.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5584,SUV,50000,Manual,1,Mahindra,2020,810000.0,Third Party insurance,Petrol,5 Seats,AP,9,17.0,1197,108.6,200.0,white,3,4,Yes,3995.0,1821.0,1627.0,2600.0,6,Power,Disc,Disc,Tubeless,5,Hyderabad
5585,SUV,72812,Automatic,2,Tata,2020,969000.0,Zero Dep,Petrol,5 Seats,TS,9,16.35,1199,118.36,170.0,green,3,4,Yes,3993.0,1811.0,1606.0,2498.0,6,Power,Disc,Drum,Tubeless,5,Hyderabad
5586,Sedan,120000,Manual,3,Hyundai,2016,280000.0,Third Party insurance,Diesel,5 Seats,TS,9,24.4,1120,71.0,180.4,others,3,4,Yes,3995.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,4,Hyderabad
5587,Hatchback,30000,Automatic,2,Hyundai,2019,700000.0,Third Party insurance,Petrol,5 Seats,TS,9,17.4,1197,81.86,117.0,orange,4,4,No,3985.0,1734.0,1505.0,2570.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5588,Hatchback,60000,Manual,2,Hyundai,2019,700000.0,Third Party insurance,Diesel,5 Seats,TS,9,22.54,1396,88.76,224.0,others,4,4,No,3985.0,1734.0,1505.0,2570.0,6,Power,Disc,Drum,Tubeless,5,Hyderabad
5589,Sedan,70000,Manual,2,Ford,2008,200000.0,Third Party insurance,Petrol,5 Seats,AP,2,15.3,1596,81.8,113.0,gray,4,4,No,3995.0,1695.0,1505.0,2425.0,5,Power,Disc,Drum,Tubeless,4,Hyderabad
5590,Sedan,60000,Manual,2,Honda,2018,600000.0,Third Party insurance,Diesel,5 Seats,TS,9,25.8,1498,98.6,200.0,others,4,4,Yes,3990.0,1680.0,1505.0,2405.0,5,Power,Disc,Drum,Tubeless,4,Hyderabad
5591,SUV,30000,Manual,2,Hyundai,2022,875000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,17.52,1197,81.86,113.76,others,4,4,No,3995.0,1770.0,1605.0,2500.0,5,Electronic,Disc,Drum,Radial,5,Hyderabad
5593,Hatchback,25121,Manual,1,Hyundai,2015,279000.0,Third Party insurance,Petrol,5 Seats,TS,8,21.1,814,55.2,74.5,blue,3,3,No,3495.0,1550.0,1500.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5594,Hatchback,95916,Manual,2,Hyundai,2011,244000.0,Comprehensive,Petrol,5 Seats,AP,8,20.36,1197,78.9,111.7,red,4,4,No,3585.0,1595.0,1550.0,2380.0,5,Power,Disc,Drum,Tubeless,4,Hyderabad
5595,Hatchback,98076,Manual,2,Maruti,2016,300000.0,Not Available,Diesel,5 Seats,TS,8,23.2,1248,73.94,190.0,white,4,4,Yes,3775.0,1680.0,1620.0,2360.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5596,Hatchback,84020,Manual,1,Renault,2018,339000.0,Third Party insurance,Petrol,5 Seats,TS,9,23.01,999,67.0,91.0,others,3,4,No,3679.0,1579.0,1478.0,2422.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5597,Hatchback,49692,Manual,2,Maruti,2015,259000.0,Third Party insurance,Petrol,5 Seats,TS,9,22.05,796,47.33,69.0,others,3,4,No,3445.0,1515.0,1475.0,2360.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5599,Hatchback,96502,Manual,1,Hyundai,2011,269000.0,Third Party insurance,Petrol,5 Seats,AP,8,20.36,1197,78.9,111.7,white,4,4,No,3585.0,1595.0,1550.0,2380.0,5,Power,Disc,Drum,Tubeless,4,Hyderabad
5601,Hatchback,37634,Manual,1,Renault,2019,400000.0,Third Party insurance,Petrol,5 Seats,TS,9,23.01,999,67.0,91.0,red,3,4,No,3679.0,1579.0,1478.0,2422.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5603,Hatchback,30000,Manual,1,Maruti,2022,580000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,24.35,998,65.71,89.0,others,3,4,No,3655.0,1620.0,1675.0,2435.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5604,Hatchback,61609,Automatic,2,Hyundai,2011,324000.0,Third Party insurance,Petrol,5 Seats,AP,9,16.95,1197,78.9,111.8,others,4,4,No,3585.0,1595.0,1550.0,2380.0,4,Power,Disc,Drum,Tubeless,4,Hyderabad
5609,Hatchback,120000,Manual,2,Tata,2016,100000.0,Third Party insurance,Diesel,5 Seats,TS,8,25.0,1396,69.0,140.0,others,4,4,Yes,3690.0,1665.0,1485.0,2400.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5611,Hatchback,120000,Manual,1,Maruti,2016,270000.0,Third Party insurance,Diesel,5 Seats,TS,8,23.2,1248,73.94,190.0,others,4,4,Yes,3775.0,1680.0,1620.0,2360.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5612,Hatchback,120000,Manual,2,Maruti,2009,250000.0,Third Party insurance,Diesel,5 Seats,UNKNO,8,17.8,1248,75.0,190.0,others,4,4,Yes,3760.0,1690.0,1530.0,2390.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5613,Hatchback,30088,Manual,1,Volkswagen,2021,732000.0,Zero Dep,Petrol,5 Seats,TS,9,17.74,999,75.1,95.0,others,3,4,No,3971.0,1682.0,1469.0,2469.0,5,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5614,Hatchback,65094,Manual,2,Datsun,2017,273000.0,Comprehensive,Petrol,5 Seats,TS,9,22.7,799,53.64,72.0,white,3,4,No,3429.0,1560.0,1541.0,2348.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5615,Hatchback,120000,Manual,2,Maruti,2009,250000.0,Third Party insurance,Diesel,5 Seats,AP,8,17.8,1248,75.0,190.0,others,4,4,Yes,3760.0,1690.0,1530.0,2390.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5617,MUV,21687,Automatic,2,Renault,2020,702000.0,Third Party insurance,Petrol,7 Seats,TS,9,18.2,999,71.01,96.0,silver,3,4,No,3991.0,1739.0,1643.0,2425.0,5,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5619,Hatchback,72762,Manual,1,Datsun,2017,279000.0,Third Party insurance,Petrol,5 Seats,TS,9,19.02,1198,67.05,104.0,others,3,4,No,3788.0,1636.0,1507.0,2450.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5621,Hatchback,52791,Automatic,1,Maruti,2017,387000.0,Zero Dep,Petrol,5 Seats,TS,9,20.51,998,67.0,90.0,white,3,4,No,3599.0,1495.0,1700.0,2400.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5623,Hatchback,60053,Manual,1,Maruti,2018,600000.0,Not Available,Petrol,5 Seats,TS,9,21.4,1197,83.1,115.0,blue,4,4,No,3995.0,1745.0,1510.0,2520.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5624,SUV,23316,Manual,1,Nissan,2021,813000.0,Third Party insurance,Petrol,5 Seats,TS,9,18.75,999,71.02,96.0,white,3,4,No,3994.0,1758.0,1572.0,2500.0,5,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5625,Hatchback,50000,Automatic,2,Renault,2017,350000.0,Third Party insurance,Petrol,5 Seats,TT,9,24.04,999,67.0,91.0,others,3,4,No,3679.0,1579.0,1478.0,2422.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5626,Hatchback,100000,Manual,2,Hyundai,2007,155000.0,Third Party insurance,Petrol,5 Seats,AP,9,17.92,1086,62.1,96.1,others,3,4,No,3565.0,1525.0,1590.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5627,Hatchback,60000,Manual,2,Hyundai,2016,180000.0,Third Party insurance,LPG,5 Seats,TS,8,21.1,814,55.2,74.5,others,3,3,No,3495.0,1550.0,1500.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5629,Hatchback,120000,Manual,1,Tata,2015,180000.0,Third Party insurance,Diesel,5 Seats,TS,8,17.88,1405,48.21,85.0,others,4,4,Yes,3690.0,1665.0,1485.0,2400.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5632,SUV,10000,Manual,2,Nissan,2022,640000.0,Third Party insurance,Petrol,5 Seats,TS,8,18.75,999,71.02,96.0,white,3,4,No,3994.0,1758.0,1572.0,2500.0,5,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5633,Hatchback,42203,Manual,2,Renault,2016,290000.0,Third Party insurance,Petrol,5 Seats,TS,9,25.17,799,53.3,72.0,silver,3,4,No,3679.0,1579.0,1478.0,2422.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5634,SUV,27653,Automatic,1,Maruti,2020,999000.0,Comprehensive,Petrol,5 Seats,TS,9,18.43,1462,103.25,138.0,others,4,4,No,4300.0,1785.0,1595.0,2600.0,4,Power,Disc,Disc,Tubeless,5,Hyderabad
5636,Hatchback,67429,Manual,1,Datsun,2016,286000.0,Third Party insurance,Petrol,5 Seats,TS,9,19.02,1198,67.05,104.0,silver,3,4,No,3788.0,1636.0,1507.0,2450.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5637,Hatchback,65192,Manual,1,Renault,2017,293000.0,Third Party insurance,Petrol,5 Seats,TS,9,23.01,999,67.0,91.0,silver,3,4,No,3679.0,1579.0,1478.0,2422.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5639,Hatchback,26893,Manual,1,Tata,2021,753000.0,Comprehensive,Diesel,5 Seats,TS,9,23.64,1497,88.77,200.0,silver,4,4,Yes,3990.0,1755.0,1523.0,2501.0,5,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5641,SUV,70167,Manual,2,Maruti,2018,688000.0,Third Party insurance,Diesel,5 Seats,TS,9,24.3,1248,88.5,200.0,red,4,4,Yes,3995.0,1790.0,1640.0,2500.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5643,Hatchback,50000,Automatic,1,Volkswagen,2015,600000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,17.21,1197,103.6,175.0,others,4,4,Yes,3971.0,1682.0,1469.0,2469.0,7,Power,Disc,Drum,Tubeless,5,Hyderabad
5644,Hatchback,36027,Manual,1,Maruti,2017,325000.0,Third Party insurance,Petrol,5 Seats,TS,9,24.7,796,47.3,69.0,black,3,4,No,3430.0,1515.0,1475.0,2360.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5645,Hatchback,50000,Automatic,1,Volkswagen,2015,600000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,17.21,1197,103.6,175.0,others,4,4,Yes,3971.0,1682.0,1469.0,2469.0,7,Power,Disc,Drum,Tubeless,5,Hyderabad
5646,Hatchback,50000,Automatic,1,Volkswagen,2015,600000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,17.21,1197,103.6,175.0,others,4,4,Yes,3971.0,1682.0,1469.0,2469.0,7,Power,Disc,Drum,Tubeless,5,Hyderabad
5647,Hatchback,10000,Manual,1,Ford,2013,400000.0,Third Party insurance,Petrol,5 Seats,AP,9,15.6,1196,70.02,102.0,others,4,4,No,3795.0,1680.0,1427.0,2489.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5651,Hatchback,100000,Manual,1,Tata,2016,200000.0,Third Party insurance,Diesel,5 Seats,TS,8,25.0,1396,69.0,140.0,others,4,4,Yes,3690.0,1665.0,1485.0,2400.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5652,Sedan,40000,Manual,1,Honda,2021,720000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,18.6,1199,88.76,110.0,others,4,4,No,3995.0,1695.0,1501.0,2470.0,5,Electronic,Disc,Drum,Tubeless,4,Hyderabad
5653,SUV,77687,Manual,1,Honda,2021,1064000.0,Third Party insurance,Petrol,5 Seats,TS,9,16.5,1199,88.5,110.0,white,4,4,No,3999.0,1734.0,1601.0,2555.0,5,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5654,Hatchback,52456,Manual,1,Maruti,2016,647000.0,Comprehensive,Petrol,5 Seats,TS,9,21.4,1197,83.1,115.0,silver,4,4,No,3995.0,1745.0,1510.0,2520.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5656,Hatchback,42674,Manual,1,Honda,2021,846000.0,Third Party insurance,Petrol,5 Seats,TS,9,17.1,1199,88.5,110.0,red,4,4,No,3989.0,1694.0,1544.0,2530.0,5,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5657,Hatchback,44903,Manual,1,Maruti,2019,458000.0,Third Party insurance,Petrol,5 Seats,TS,9,21.7,998,65.71,89.0,orange,3,4,No,3565.0,1520.0,1567.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5658,Hatchback,65000,Manual,1,Maruti,2008,195000.0,Third Party insurance,Petrol,5 Seats,AP,8,21.79,998,67.05,90.0,silver,3,4,No,3655.0,1620.0,1675.0,2435.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5659,Hatchback,72205,Manual,2,Maruti,2013,425000.0,Comprehensive,Petrol,5 Seats,AP,9,22.38,1197,88.5,113.0,white,4,4,No,3845.0,1735.0,1530.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5660,SUV,70000,Manual,1,Ford,2015,650000.0,Third Party insurance,Diesel,5 Seats,TS,9,22.77,1498,98.59,205.0,others,4,2,Yes,3999.0,1765.0,1708.0,2520.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5661,Hatchback,101306,Manual,2,Volkswagen,2019,584000.0,Third Party insurance,Petrol,5 Seats,TS,9,17.74,999,75.1,95.0,blue,3,4,No,3971.0,1682.0,1469.0,2469.0,5,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5662,Hatchback,60000,Manual,2,Hyundai,2009,220000.0,Third Party insurance,Petrol,5 Seats,AP,8,20.36,1197,78.9,111.7,others,4,4,No,3585.0,1595.0,1550.0,2380.0,5,Power,Disc,Drum,Tubeless,4,Hyderabad
5663,Hatchback,81028,Manual,1,Maruti,2018,619000.0,Third Party insurance,Petrol,5 Seats,TS,9,22.38,1197,88.5,113.0,green,4,4,No,3845.0,1735.0,1530.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5664,SUV,80000,Manual,1,Honda,2018,700000.0,Third Party insurance,Diesel,5 Seats,UNKNO,9,25.5,1498,98.6,200.0,white,4,4,Yes,3999.0,1734.0,1601.0,2555.0,6,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5666,Sedan,120000,Manual,1,Maruti,2016,450000.0,Third Party insurance,Diesel,5 Seats,TS,8,26.59,1248,74.0,190.0,others,4,4,Yes,3995.0,1695.0,1555.0,2430.0,5,Power,Disc,Drum,Tubeless,4,Hyderabad
5669,Hatchback,52442,Manual,3,Renault,2016,224000.0,Not Available,Petrol,5 Seats,TS,9,25.17,799,53.3,72.0,red,3,4,No,3679.0,1579.0,1478.0,2422.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
5671,Hatchback,87966,Manual,3,Maruti,2014,459000.0,Third Party insurance,Petrol,5 Seats,AP,9,22.38,1197,88.5,113.0,white,4,4,No,3845.0,1735.0,1530.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Hyderabad
5672,Hatchback,105614,Manual,1,Maruti,2019,631000.0,Third Party insurance,Petrol,5 Seats,TS,9,21.4,1197,83.1,115.0,white,4,4,No,3995.0,1745.0,1510.0,2520.0,5,Power,Disc,Drum,Tubeless,5,Hyderabad
